frame_id,timestamp,x,y
102,3.4485037326812744,680,52
103,3.481316566467285,681,32
104,3.5156071186065674,682,12
105,3.548560380935669,682,-7
106,3.5825300216674805,683,12
107,3.6161410808563232,684,32
108,3.650287628173828,685,52
109,3.6844513416290283,685,72
110,3.718277931213379,686,92
111,3.751913070678711,687,112
112,3.785856008529663,688,132
113,3.8193154335021973,688,152
114,3.8538882732391357,689,172
115,3.887711763381958,690,192
116,3.921126127243042,691,212
117,3.954528570175171,691,232
118,3.988502025604248,692,252
119,4.0215959548950195,693,272
120,4.055017471313477,693,292
121,4.088219404220581,694,312
122,4.122738361358643,695,332
123,4.156346321105957,696,352
124,4.190721273422241,696,372
125,4.22462010383606,697,392
126,4.258346796035767,698,412
127,4.291664361953735,699,432
128,4.325517416000366,699,452
129,4.3593690395355225,700,472
130,4.3929362297058105,701,492
131,4.426167249679565,702,512
132,4.459979772567749,702,532
133,4.493831634521484,703,552
134,4.527083158493042,704,572
135,4.560885429382324,705,592
136,4.5940423011779785,705,612
137,4.627436637878418,706,632
138,4.661389350891113,707,652
139,4.695387601852417,708,672
140,4.729179859161377,708,692
141,4.762773036956787,709,712
142,4.796472549438477,710,692
143,4.830507278442383,711,672
144,4.863826036453247,711,652
145,4.897863149642944,712,632
146,4.9311909675598145,713,612
147,4.965809345245361,714,592
148,4.999475479125977,714,572
149,5.033226728439331,715,552
150,5.067435026168823,716,532
151,5.100687026977539,717,512
152,5.134735584259033,717,492
153,5.168204307556152,718,472
154,5.2022788524627686,719,452
155,5.236380338668823,720,432
156,5.270220756530762,720,412
157,5.30403208732605,721,392
158,5.3371336460113525,722,372
159,5.370557069778442,723,352
160,5.405100584030151,723,332
161,5.438368558883667,724,312
162,5.472403287887573,725,292
163,5.506631135940552,726,272
164,5.539425849914551,726,252
165,5.574328660964966,727,232
166,5.608510732650757,728,212
167,5.642270565032959,729,192
168,5.676125526428223,729,172
169,5.708484411239624,730,152
170,5.742876768112183,731,132
171,5.776183605194092,732,112
172,5.80927300453186,732,92
173,5.843084335327148,733,72
174,5.876558303833008,734,52
175,5.910208463668823,735,32
176,5.943645715713501,735,12
177,5.977248668670654,736,-7
178,6.011805295944214,737,12
179,6.045204162597656,738,32
180,6.0790956020355225,738,52
181,6.113479852676392,739,72
182,6.147255897521973,740,92
183,6.180563926696777,741,112
184,6.214579820632935,741,132
185,6.248261451721191,742,152
186,6.281755447387695,743,172
187,6.315515995025635,744,192
188,6.3490729331970215,744,212
189,6.382750988006592,745,232
190,6.4157233238220215,746,252
191,6.449363946914673,746,272
192,6.483430862426758,747,292
193,6.5172529220581055,748,312
194,6.551109552383423,749,332
195,6.584347724914551,749,352
196,6.618324279785156,750,372
197,6.651931285858154,751,392
198,6.685445070266724,752,412
199,6.719670534133911,752,432
200,6.7527756690979,753,452
201,6.78613543510437,754,472
202,6.8206565380096436,755,492
203,6.854132413864136,755,512
204,6.88716721534729,756,532
205,6.9221014976501465,757,552
206,6.9548420906066895,758,572
207,6.987797975540161,758,592
208,7.022069931030273,759,612
209,7.05543327331543,760,632
210,7.08946967124939,761,652
211,7.123215913772583,761,672
212,7.15668797492981,762,692
213,7.190007209777832,763,712
214,7.222667455673218,764,692
215,7.255896091461182,764,672
216,7.288931131362915,765,652
217,7.322576999664307,766,632
218,7.356321573257446,767,612
219,7.39030385017395,767,592
220,7.423890590667725,768,572
221,7.4565417766571045,769,552
222,7.490271091461182,770,532
223,7.523708820343018,770,512
224,7.556246519088745,771,492
225,7.5901641845703125,772,472
226,7.62409520149231,773,452
227,7.656909227371216,773,432
228,7.690113067626953,774,412
229,7.724107027053833,775,392
230,7.756523609161377,776,372
231,7.790415048599243,776,352
232,7.824703693389893,777,332
233,7.858173608779907,778,312
234,7.892723083496094,779,292
235,7.927110910415649,779,272
236,7.9599609375,780,252
237,7.992804050445557,781,232
238,8.026575326919556,782,212
239,8.060408353805542,782,192
240,8.094342708587646,783,172
241,8.128509998321533,784,152
242,8.162174701690674,785,132
243,8.196392297744751,785,112
244,8.230552911758423,786,92
245,8.264265298843384,787,72
246,8.298150300979614,788,52
247,8.332831144332886,788,32
248,8.366790294647217,789,12
249,8.399776458740234,790,-7
250,8.43333125114441,791,12
251,8.466965436935425,791,32
252,8.500636339187622,792,52
253,8.534382104873657,793,72
254,8.56837248802185,794,92
255,8.601877689361572,794,112
256,8.635587930679321,795,132
257,8.669220924377441,796,152
258,8.702457189559937,797,172
259,8.736797094345093,797,192
260,8.770209789276123,798,212
261,8.804725170135498,799,232
262,8.837822437286377,800,252
263,8.870904684066772,800,272
264,8.90443468093872,801,292
265,8.93831491470337,802,312
266,8.972134351730347,802,332
267,9.004455089569092,803,352
268,9.038186073303223,804,372
269,9.071824789047241,805,392
270,9.105184316635132,805,412
271,9.139198303222656,806,432
272,9.172464847564697,807,452
273,9.206567764282227,808,472
274,9.240552186965942,808,492
275,9.273905754089355,809,512
276,9.307243824005127,810,532
277,9.341176748275757,811,552
278,9.375112295150757,811,572
279,9.40841007232666,812,592
280,9.442229986190796,813,612
281,9.475780963897705,814,632
282,9.509769439697266,814,652
283,9.542581796646118,815,672
284,9.575515508651733,816,692
285,9.60989499092102,817,712
286,9.643099308013916,817,692
287,9.676225900650024,818,672
288,9.71019959449768,819,652
289,9.743422031402588,820,632
290,9.776516437530518,820,612
291,9.809435844421387,821,592
292,9.843372106552124,822,572
293,9.876843214035034,823,552
294,9.90951657295227,823,532
295,9.942716598510742,824,512
296,9.976686954498291,825,492
297,10.009382247924805,826,472
298,10.042458295822144,826,452
299,10.076021432876587,827,432
300,10.109272241592407,828,412
301,10.1438148021698,829,392
302,10.1784827709198,829,372
303,10.21204423904419,830,352
304,10.245352983474731,831,332
305,10.279446363449097,832,312
306,10.312434434890747,832,292
307,10.345729112625122,833,272
308,10.378400087356567,834,252
309,10.412114381790161,835,232
310,10.4444260597229,835,212
311,10.478520631790161,836,192
312,10.512689113616943,837,172
313,10.54668378829956,838,152
314,10.579672813415527,838,132
315,10.613134622573853,839,112
316,10.645646810531616,840,92
317,10.678504705429077,841,72
318,10.711826801300049,841,52
319,10.745918273925781,842,32
320,10.779557466506958,843,12
321,10.813831329345703,844,-7
322,10.846898078918457,844,12
323,10.880286693572998,845,32
324,10.913755655288696,846,52
325,10.946323156356812,847,72
326,10.980261325836182,847,92
327,11.014036417007446,848,112
328,11.046712398529053,849,132
329,11.080195426940918,850,152
330,11.114645957946777,850,172
331,11.148510217666626,851,192
332,11.182327508926392,852,212
333,11.216219186782837,853,232
334,11.250274896621704,853,252
335,11.283331155776978,854,272
336,11.318293333053589,855,292
337,11.352367639541626,856,312
338,11.38614797592163,856,332
339,11.420058727264404,857,352
340,11.452976703643799,858,372
341,11.4861478805542,858,392
342,11.519906044006348,859,412
343,11.553782939910889,860,432
344,11.587516784667969,861,452
345,11.620737791061401,861,472
346,11.65334439277649,862,492
347,11.687834739685059,863,512
348,11.721534013748169,864,532
349,11.755422115325928,864,552
350,11.789685726165771,865,572
351,11.823364019393921,866,592
352,11.856857538223267,867,612
353,11.890174627304077,867,632
354,11.924156188964844,868,652
355,11.958431243896484,869,672
356,11.992594003677368,870,692
357,12.026383638381958,870,712
358,12.060055494308472,871,692
359,12.093448877334595,872,672
360,12.127209424972534,873,652
361,12.160740852355957,873,632
362,12.194129705429077,874,612
363,12.227614164352417,875,592
364,12.260658979415894,876,572
365,12.294426918029785,876,552
366,12.32831358909607,877,532
367,12.36260175704956,878,512
368,12.395407676696777,879,492
369,12.428592920303345,879,472
370,12.461458444595337,880,452
371,12.495834112167358,881,432
372,12.528862237930298,882,412
373,12.561849594116211,882,392
374,12.59428596496582,883,372
375,12.62852144241333,884,352
376,12.662378311157227,885,332
377,12.695668935775757,885,312
378,12.72872018814087,886,292
379,12.761945486068726,887,272
380,12.795238971710205,888,252
381,12.828886270523071,888,232
382,12.86225700378418,889,212
383,12.896398782730103,890,192
384,12.93080449104309,891,172
385,12.964718103408813,891,152
386,12.998358488082886,892,132
387,13.032358407974243,893,112
388,13.06583023071289,894,92
389,13.098551273345947,894,72
390,13.132317066192627,895,52
391,13.166391134262085,896,32
392,13.20102047920227,897,12
393,13.233622312545776,897,-7
394,13.26676344871521,898,12
395,13.300776958465576,899,32
396,13.334208726882935,900,52
397,13.368480443954468,900,72
398,13.401855230331421,901,92
399,13.435327053070068,902,112
400,13.469210147857666,903,132
401,13.503180027008057,903,152
402,13.537455081939697,904,172
403,13.57103943824768,905,192
404,13.604602336883545,906,212
405,13.638398170471191,906,232
406,13.67269229888916,907,252
407,13.705790519714355,908,272
408,13.739241361618042,909,292
409,13.77341604232788,909,312
410,13.807344436645508,910,332
411,13.841752529144287,911,352
412,13.874775409698486,912,372
413,13.907560586929321,912,392
414,13.941237449645996,913,412
415,13.9754478931427,914,432
416,14.00943899154663,914,452
417,14.042235374450684,915,472
418,14.076441526412964,916,492
419,14.109367847442627,917,512
420,14.143031358718872,917,532
421,14.175753116607666,918,552
422,14.209897518157959,919,572
423,14.243499755859375,920,592
424,14.276512861251831,920,612
425,14.310722351074219,921,632
426,14.343912601470947,922,652
427,14.377169370651245,923,672
428,14.41141653060913,923,692
429,14.44459342956543,924,712
430,14.478436708450317,925,692
431,14.512036085128784,926,672
432,14.545849323272705,926,652
433,14.578810691833496,927,632
434,14.612858533859253,928,612
435,14.646043062210083,929,592
436,14.679392099380493,929,572
437,14.714415311813354,930,552
438,14.748203039169312,931,532
439,14.782261610031128,932,512
440,14.815961837768555,932,492
441,14.848936080932617,933,472
442,14.882565975189209,934,452
443,14.916067600250244,935,432
444,14.94895052909851,935,412
445,14.983579874038696,936,392
446,15.016807079315186,937,372
447,15.049789905548096,938,352
448,15.083686351776123,938,332
449,15.117225170135498,939,312
450,15.150721311569214,940,292
451,15.184190273284912,941,272
452,15.218358039855957,941,252
453,15.252811431884766,942,232
454,15.286416053771973,943,212
455,15.320046663284302,944,192
456,15.353353500366211,944,172
457,15.387171268463135,945,152
458,15.420976638793945,946,132
459,15.454754114151001,947,112
460,15.4883131980896,947,92
461,15.522101402282715,948,72
462,15.555946588516235,949,52
463,15.58942461013794,950,32
464,15.623345613479614,950,12
465,15.656712293624878,951,-7
466,15.689748048782349,952,12
467,15.723397254943848,953,32
468,15.757304668426514,953,52
469,15.790831327438354,954,72
470,15.823609590530396,955,92
471,15.856763124465942,956,112
472,15.88925838470459,956,132
473,15.923189163208008,957,152
474,15.95660400390625,958,172
475,15.989604949951172,959,192
476,16.022902250289917,959,212
477,16.05596923828125,960,232
478,16.088499784469604,961,252
479,16.12228536605835,962,272
480,16.156989336013794,962,292
481,16.189643621444702,963,312
482,16.22304391860962,964,332
483,16.256269454956055,965,352
484,16.29079294204712,965,372
485,16.324323892593384,966,392
486,16.35781240463257,967,412
487,16.391895294189453,967,432
488,16.42468523979187,968,452
489,16.458460330963135,969,472
490,16.492977380752563,970,492
491,16.52658486366272,970,512
492,16.559564352035522,971,532
493,16.593648433685303,972,552
494,16.627597332000732,973,572
495,16.661242485046387,973,592
496,16.695383310317993,974,612
497,16.729502201080322,975,632
498,16.763633012771606,976,652
499,16.79680299758911,976,672
500,16.830034732818604,977,692
501,16.863202333450317,978,712
502,16.897351503372192,979,692
503,16.931474924087524,979,672
504,16.964986085891724,980,652
505,16.99939489364624,981,632
506,17.033573150634766,982,612
507,17.06671905517578,982,592
508,17.100394248962402,983,572
509,17.134751081466675,984,552
510,17.168181657791138,985,532
511,17.201791286468506,985,512
512,17.23454213142395,986,492
513,17.268192768096924,987,472
514,17.30217981338501,988,452
515,17.336506843566895,988,432
516,17.370707035064697,989,412
517,17.40490198135376,990,392
518,17.43854069709778,991,372
519,17.47211742401123,991,352
520,17.504783630371094,992,332
521,17.538283348083496,993,312
522,17.57267189025879,994,292
523,17.605847358703613,994,272
524,17.63943314552307,995,252
525,17.672749519348145,996,232
526,17.705734968185425,997,212
527,17.73933243751526,997,192
528,17.773576259613037,998,172
529,17.808433055877686,999,152
530,17.841642379760742,1000,132
531,17.874709606170654,1000,112
532,17.90818691253662,1001,92
533,17.941293001174927,1002,72
534,17.974950551986694,1003,52
535,18.008184909820557,1003,32
536,18.041914701461792,1004,12
537,18.07467031478882,1005,-7
538,18.108314037322998,1006,12
539,18.14246940612793,1006,32
540,18.176526308059692,1007,52
541,18.210166454315186,1008,72
542,18.244152545928955,1009,92
543,18.278448343276978,1009,112
544,18.312131643295288,1010,132
545,18.345235109329224,1011,152
546,18.378793954849243,1012,172
547,18.41210436820984,1012,192
548,18.445224285125732,1013,212
549,18.479141235351562,1014,232
550,18.513421297073364,1015,252
551,18.547561645507812,1015,272
552,18.581656455993652,1016,292
553,18.615198373794556,1017,312
554,18.649363040924072,1018,332
555,18.683189153671265,1018,352
556,18.717368602752686,1019,372
557,18.750832319259644,1020,392
558,18.784316778182983,1021,412
559,18.818142414093018,1021,432
560,18.852255821228027,1022,452
561,18.886763095855713,1023,472
562,18.92038869857788,1023,492
563,18.953847885131836,1024,512
564,18.986992120742798,1025,532
565,19.020228385925293,1026,552
566,19.054166078567505,1026,572
567,19.088130235671997,1027,592
568,19.12136459350586,1028,612
569,19.15450358390808,1029,632
570,19.1878342628479,1029,652
571,19.22037959098816,1030,672
572,19.254196166992188,1031,692
573,19.287391424179077,1032,712
574,19.321595191955566,1032,692
575,19.354892253875732,1033,672
576,19.388445138931274,1034,652
577,19.422866344451904,1035,632
578,19.456316471099854,1035,612
579,19.49038600921631,1036,592
580,19.523366928100586,1037,572
581,19.55761981010437,1038,552
582,19.59186029434204,1038,532
583,19.625601768493652,1039,512
584,19.658694982528687,1040,492
585,19.692264080047607,1041,472
586,19.7262020111084,1041,452
587,19.759719610214233,1042,432
588,19.7933349609375,1043,412
589,19.827175855636597,1044,392
590,19.86103582382202,1044,372
591,19.894043684005737,1045,352
592,19.926711320877075,1046,332
593,19.960161447525024,1047,312
594,19.994426012039185,1047,292
595,20.027782201766968,1048,272
596,20.060896158218384,1049,252
597,20.094796657562256,1050,232
598,20.128344297409058,1050,212
599,20.16136598587036,1051,192
600,20.19508719444275,1052,172
601,20.22858166694641,1053,152
602,20.262605905532837,1053,132
603,20.296321868896484,1054,112
604,20.33028507232666,1055,92
605,20.363845586776733,1056,72
606,20.396828651428223,1056,52
607,20.429625272750854,1057,32
608,20.463323831558228,1058,12
609,20.49657678604126,1059,-7
610,20.530303239822388,1059,12
611,20.56376338005066,1060,32
612,20.597009420394897,1061,52
613,20.629923343658447,1062,72
614,20.663454294204712,1062,92
615,20.696800708770752,1063,112
616,20.730101823806763,1064,132
617,20.762717485427856,1065,152
618,20.7963924407959,1065,172
619,20.829795122146606,1066,192
620,20.86340093612671,1067,212
621,20.89737629890442,1068,232
622,20.931994438171387,1068,252
623,20.96500062942505,1069,272
624,20.998468160629272,1070,292
625,21.032461643218994,1071,312
626,21.066832304000854,1071,332
627,21.100526332855225,1072,352
628,21.134333848953247,1073,372
629,21.168510913848877,1074,392
630,21.202202558517456,1074,412
631,21.236483335494995,1075,432
632,21.270747900009155,1076,452
633,21.3050479888916,1077,472
634,21.33835530281067,1077,492
635,21.372803688049316,1078,512
636,21.40641760826111,1079,532
637,21.440804958343506,1079,552
638,21.473428964614868,1080,572
639,21.506871223449707,1081,592
640,21.53986167907715,1082,612
641,21.57451891899109,1082,632
642,21.60838270187378,1083,652
643,21.64157509803772,1084,672
644,21.67550539970398,1085,692
645,21.70858931541443,1085,712
646,21.74240207672119,1086,692
647,21.77665066719055,1087,672
648,21.81041193008423,1088,652
649,21.844033002853394,1088,632
650,21.87726926803589,1089,612
651,21.910597562789917,1090,592
652,21.943780422210693,1091,572
653,21.977437257766724,1091,552
654,22.011378526687622,1092,532
655,22.04476284980774,1093,512
656,22.07822299003601,1094,492
657,22.112309455871582,1094,472
658,22.145817756652832,1095,452
659,22.17970108985901,1096,432
660,22.21362018585205,1097,412
661,22.24709129333496,1097,392
662,22.280098915100098,1098,372
663,22.313938856124878,1099,352
664,22.347634315490723,1100,332
665,22.380717039108276,1100,312
666,22.414281368255615,1101,292
667,22.448127508163452,1102,272
668,22.481738567352295,1103,252
669,22.51494073867798,1103,232
670,22.547505378723145,1104,212
671,22.58090615272522,1105,192
672,22.61427092552185,1106,172
673,22.648439645767212,1106,152
674,22.682822704315186,1107,132
675,22.71639394760132,1108,112
676,22.750194787979126,1109,92
677,22.784104108810425,1109,72
678,22.81644916534424,1110,52
679,22.850329637527466,1111,32
680,22.884482860565186,1112,12
681,22.91836190223694,1112,-7
682,22.95206069946289,1113,12
683,22.98551368713379,1114,32
684,23.018615245819092,1115,52
685,23.05189275741577,1115,72
686,23.084935903549194,1116,92
687,23.11846685409546,1117,112
688,23.15159320831299,1118,132
689,23.18473720550537,1118,152
690,23.218204975128174,1119,172
691,23.25157928466797,1120,192
692,23.284904956817627,1121,212
693,23.317530870437622,1121,232
694,23.351202249526978,1122,252
695,23.38475775718689,1123,272
696,23.417484283447266,1124,292
697,23.451704263687134,1124,312
698,23.484689950942993,1125,332
699,23.518311977386475,1126,352
700,23.552213191986084,1127,372
701,23.586806058883667,1127,392
702,23.620107889175415,1128,412
703,23.65283465385437,1129,432
704,23.687347888946533,1130,452
705,23.72151207923889,1130,472
706,23.755752563476562,1131,492
707,23.789215564727783,1132,512
708,23.823182106018066,1133,532
709,23.857179880142212,1133,552
710,23.891270399093628,1134,572
711,23.925652265548706,1135,592
712,23.95906400680542,1135,612
713,23.99217200279236,1136,632
714,24.02564549446106,1137,652
715,24.05923104286194,1138,672
716,24.093549251556396,1138,692
717,24.127917289733887,1139,712
718,24.1620934009552,1140,692
719,24.195884704589844,1141,672
720,24.22960662841797,1141,652
721,24.262738943099976,1142,632
722,24.29608988761902,1143,612
723,24.329260110855103,1144,592
724,24.36380696296692,1144,572
725,24.397012948989868,1145,552
726,24.430002689361572,1146,532
727,24.46330213546753,1147,512
728,24.497018575668335,1147,492
729,24.530576705932617,1148,472
730,24.56398034095764,1149,452
731,24.598273038864136,1150,432
732,24.632062196731567,1150,412
733,24.66473364830017,1151,392
734,24.69835591316223,1152,372
735,24.732059240341187,1153,352
736,24.765000820159912,1153,332
737,24.798524618148804,1154,312
738,24.831952571868896,1155,292
739,24.86562156677246,1156,272
740,24.899552583694458,1156,252
741,24.93299436569214,1157,232
742,24.965907096862793,1158,212
743,24.99925923347473,1159,192
744,25.033226490020752,1159,172
745,25.067298412322998,1160,152
746,25.100517988204956,1161,132
747,25.13380241394043,1162,112
748,25.16761589050293,1162,92
749,25.201876401901245,1163,72
750,25.23523259162903,1164,52
751,25.269511461257935,1165,32
752,25.303011417388916,1165,12
753,25.33626699447632,1166,-7
754,25.370524644851685,1167,12
755,25.40443181991577,1168,32
756,25.437584400177002,1168,52
757,25.471068620681763,1169,72
758,25.504173755645752,1170,92
759,25.538150310516357,1171,112
760,25.572505950927734,1171,132
761,25.606252193450928,1172,152
762,25.639992713928223,1173,172
763,25.67322063446045,1174,192
764,25.70719861984253,1174,212
765,25.741976499557495,1175,232
766,25.775327682495117,1176,252
767,25.80842399597168,1177,272
768,25.841935634613037,1177,292
769,25.874862909317017,1178,312
770,25.908435821533203,1179,332
771,25.942152500152588,1180,352
772,25.97565197944641,1180,372
773,26.008963584899902,1181,392
774,26.042240142822266,1182,412
775,26.076029300689697,1183,432
776,26.109546899795532,1183,452
777,26.142448902130127,1184,472
778,26.175652027130127,1185,492
779,26.20845603942871,1186,512
780,26.242671012878418,1186,532
781,26.276224851608276,1187,552
782,26.30961775779724,1188,572
783,26.34324073791504,1188,592
784,26.377458572387695,1189,612
785,26.411402702331543,1190,632
786,26.445418119430542,1191,652
787,26.47921895980835,1191,672
788,26.513998985290527,1192,692
789,26.547304153442383,1193,712
790,26.58147358894348,1194,692
791,26.614566326141357,1194,672
792,26.64826273918152,1195,652
793,26.682576417922974,1196,632
794,26.71693253517151,1197,612
795,26.750595331192017,1197,592
796,26.784669160842896,1198,572
797,26.81832003593445,1199,552
798,26.85254693031311,1200,532
799,26.885392904281616,1200,512
800,26.91852641105652,1201,492
801,26.95210862159729,1202,472
802,26.98494243621826,1203,452
803,27.018611192703247,1203,432
804,27.052472591400146,1204,412
805,27.085595846176147,1205,392
806,27.11919403076172,1206,372
807,27.153279781341553,1206,352
808,27.187502145767212,1207,332
809,27.221492052078247,1208,312
810,27.25538682937622,1209,292
811,27.288830757141113,1209,272
812,27.322481393814087,1210,252
813,27.355958700180054,1211,232
814,27.388588190078735,1212,212
815,27.421281576156616,1212,192
816,27.45465588569641,1213,172
817,27.48853898048401,1214,152
818,27.52227783203125,1215,132
819,27.556960344314575,1215,112
820,27.590529441833496,1216,92
821,27.62444281578064,1217,72
822,27.658345222473145,1218,52
823,27.692891836166382,1218,32
824,27.726390600204468,1219,12
825,27.760960578918457,1220,-7
826,27.794177055358887,1221,12
827,27.828238248825073,1221,32
828,27.862035274505615,1222,52
829,27.89531373977661,1223,72
830,27.929069995880127,1224,92
831,27.962437391281128,1224,112
832,27.996360540390015,1225,132
833,28.03065061569214,1226,152
834,28.06447124481201,1227,172
835,28.09864616394043,1227,192
836,28.13165831565857,1228,212
837,28.16538095474243,1229,232
838,28.199496746063232,1230,252
839,28.23293447494507,1230,272
840,28.26617431640625,1231,292
841,28.300735473632812,1232,312
842,28.33427858352661,1233,332
843,28.36849808692932,1233,352
844,28.40165400505066,1234,372
845,28.43444323539734,1235,392
846,28.46795415878296,1236,412
847,28.501173973083496,1236,432
848,28.535974502563477,1237,452
849,28.569486379623413,1238,472
850,28.603861093521118,1239,492
851,28.63737988471985,1239,512
852,28.67150855064392,1240,532
853,28.70505142211914,1241,552
854,28.738511562347412,1242,572
855,28.772541761398315,1242,592
856,28.806368589401245,1243,612
857,28.84079885482788,1244,632
858,28.874427318572998,1244,652
859,28.90832281112671,1245,672
860,28.943269968032837,1246,692
861,28.977157592773438,1247,712
862,29.01074743270874,1247,692
863,29.044320583343506,1248,672
864,29.07837677001953,1249,652
865,29.111721515655518,1250,632
866,29.1453115940094,1250,612
867,29.179595708847046,1251,592
868,29.213310480117798,1252,572
869,29.246867179870605,1253,552
870,29.2795307636261,1253,532
871,29.31331753730774,1254,512
872,29.347307443618774,1255,492
873,29.3809757232666,1256,472
874,29.41499924659729,1256,452
875,29.448062896728516,1257,432
876,29.48142957687378,1258,412
877,29.515413999557495,1259,392
878,29.549628019332886,1259,372
879,29.58412790298462,1260,352
880,29.618125677108765,1261,332
881,29.65172052383423,1262,312
882,29.68587064743042,1262,292
883,29.71917486190796,1263,272
884,29.75351643562317,1264,252
885,29.788137912750244,1265,232
886,29.820680379867554,1265,212
887,29.854195594787598,1266,192
888,29.88834238052368,1267,172
889,29.922237157821655,1268,152
890,29.95604419708252,1268,132
891,29.98993682861328,1269,112
892,30.0224826335907,1270,92
893,30.0557279586792,1271,72
894,30.089455127716064,1271,52
895,30.12280821800232,1272,32
896,30.155975341796875,1271,12
897,30.18915367126465,1271,-7
898,30.22315549850464,1270,12
899,30.25654935836792,1269,32
900,30.289671659469604,1268,52
901,30.323763608932495,1268,72
902,30.356656074523926,1267,92
903,30.3901629447937,1266,112
904,30.424103021621704,1265,132
905,30.458364725112915,1265,152
906,30.492104530334473,1264,172
907,30.52551507949829,1263,192
908,30.558990001678467,1262,212
909,30.592323541641235,1262,232
910,30.62624216079712,1261,252
911,30.660316228866577,1260,272
912,30.694548845291138,1259,292
913,30.727795124053955,1259,312
914,30.761107444763184,1258,332
915,30.79490852355957,1257,352
916,30.827941179275513,1256,372
917,30.860912799835205,1256,392
918,30.893253326416016,1255,412
919,30.927051782608032,1254,432
920,30.960230827331543,1253,452
921,30.994869709014893,1253,472
922,31.02755308151245,1252,492
923,31.06120276451111,1251,512
924,31.09511661529541,1250,532
925,31.12833595275879,1250,552
926,31.162125825881958,1249,572
927,31.195414066314697,1248,592
928,31.22835922241211,1247,612
929,31.261699438095093,1247,632
930,31.295204162597656,1246,652
931,31.32923698425293,1245,672
932,31.363176345825195,1244,692
933,31.39824366569519,1244,712
934,31.432847023010254,1243,692
935,31.46610975265503,1242,672
936,31.499591588974,1242,652
937,31.53387141227722,1241,632
938,31.566561698913574,1240,612
939,31.60063076019287,1239,592
940,31.6336452960968,1239,572
941,31.66758441925049,1238,552
942,31.70115327835083,1237,532
943,31.735662937164307,1236,512
944,31.76852512359619,1236,492
945,31.802310466766357,1235,472
946,31.836318969726562,1234,452
947,31.869858264923096,1233,432
948,31.902635097503662,1233,412
949,31.937116384506226,1232,392
950,31.970025777816772,1231,372
951,32.00342631340027,1230,352
952,32.03711128234863,1230,332
953,32.07009553909302,1229,312
954,32.10347104072571,1228,292
955,32.13706183433533,1227,272
956,32.16996788978577,1227,252
957,32.20269227027893,1226,232
958,32.2363703250885,1225,212
